locality,bhk,area_sqft,furnishing,floor,total_floors,building_age_yrs,tenant_preferred,gym,swimming_pool,power_backup,lift,security,parking,club_house,dist_metro_km,dist_techpark_km,monthly_rent
Sadashivanagar,2,721,Semi-Furnished,6,7,3,Any,1,0,1,0,1,1,0,3.6,6.7,66500
Marathahalli,1,507,Semi-Furnished,1,5,10,Family,0,0,1,0,1,0,1,4.0,0.7,17000
Bannerghatta Rd,2,791,Semi-Furnished,7,10,15,Family,0,0,0,0,1,0,0,3.7,4.2,15500
Sarjapur Road,1,697,Semi-Furnished,2,7,10,Family,0,1,1,1,1,0,0,4.2,1.1,19500
Whitefield,2,1007,Fully Furnished,3,3,3,Any,0,0,0,0,0,0,0,4.9,0.9,38500
Indiranagar,3,1250,Unfurnished,0,3,15,Family,0,0,1,0,1,1,0,0.9,3.2,57000
Whitefield,1,500,Unfurnished,6,7,10,Bachelor,0,0,1,0,1,1,0,4.2,0.9,13500
Attibele,2,1066,Fully Furnished,3,5,10,Bachelor,0,0,0,0,0,1,0,7.9,2.4,15500
Sadashivanagar,2,966,Unfurnished,5,5,10,Any,0,0,0,1,1,1,0,3.6,6.2,49500
Marathahalli,1,667,Fully Furnished,3,5,3,Bachelor,1,0,1,0,0,0,0,3.7,0.9,22000
Hennur,3,1204,Fully Furnished,5,7,1,Any,1,0,0,0,0,0,0,4.2,6.9,23500
Bellandur,1,522,Semi-Furnished,0,5,20,Family,1,0,0,1,0,1,0,3.4,0.4,14000
Sarjapur Road,2,961,Fully Furnished,7,7,6,Family,0,0,1,0,0,0,0,3.7,0.7,30500
Sarjapur Road,2,939,Unfurnished,0,3,6,Family,0,1,1,0,0,1,0,4.2,1.4,17500
BTM Layout,2,816,Semi-Furnished,1,5,3,Family,1,1,0,1,1,0,0,2.2,2.4,28500
HSR Layout,2,739,Semi-Furnished,7,7,1,Family,0,0,0,0,1,1,1,2.4,2.2,40500
Electronic City,2,903,Semi-Furnished,2,15,6,Family,1,0,0,0,0,0,0,5.2,0.9,17000
Electronic City,1,523,Fully Furnished,1,3,3,Bachelor,0,0,0,0,1,0,0,5.6,0.2,13000
Hennur,2,938,Unfurnished,1,3,6,Any,0,0,1,1,0,0,0,4.8,6.2,17000
Bannerghatta Rd,2,1007,Semi-Furnished,3,3,6,Family,0,0,0,0,1,1,0,4.1,5.6,15500
Marathahalli,3,1605,Semi-Furnished,6,7,6,Any,0,0,0,1,0,0,0,3.6,1.7,33500
Marathahalli,3,1289,Semi-Furnished,9,10,1,Family,0,1,1,1,0,1,0,4.1,0.7,39500
Mahadevapura,3,1374,Unfurnished,5,7,15,Family,0,1,1,1,0,1,0,3.3,1.7,23500
Whitefield,2,764,Semi-Furnished,4,5,1,Bachelor,1,0,1,0,0,1,0,4.7,0.9,29000
Sarjapur Road,2,1225,Fully Furnished,2,10,15,Family,1,1,0,1,0,1,0,4.0,1.4,34000
Mahadevapura,3,1767,Unfurnished,3,5,20,Family,1,0,0,0,0,0,1,3.1,1.4,26500
Hennur,2,760,Fully Furnished,15,20,3,Bachelor,0,1,0,0,0,0,0,4.5,7.5,22000
BTM Layout,1,647,Semi-Furnished,5,5,6,Any,0,0,0,1,1,1,0,2.1,1.5,16500
BTM Layout,3,1340,Fully Furnished,3,5,3,Any,0,0,0,1,1,1,0,1.9,2.9,42000
Indiranagar,3,1423,Fully Furnished,5,15,6,Family,0,1,1,1,1,0,0,0.9,3.2,66000
Whitefield,2,851,Unfurnished,1,20,6,Any,1,0,0,1,1,0,0,4.7,0.3,24000
Koramangala,1,554,Semi-Furnished,3,5,10,Any,1,0,1,1,0,1,0,0.9,1.9,31000
Banashankari,2,798,Fully Furnished,4,10,6,Bachelor,0,0,0,0,1,0,0,3.1,6.1,26500
Marathahalli,3,1087,Semi-Furnished,2,10,3,Any,1,0,0,1,1,1,0,3.7,0.9,38000
HSR Layout,3,1439,Fully Furnished,2,5,3,Bachelor,0,0,1,0,0,1,0,2.8,1.2,67000
Whitefield,1,565,Semi-Furnished,7,7,3,Family,1,1,0,1,1,0,0,4.9,1.5,22000
Koramangala,1,529,Unfurnished,18,20,6,Bachelor,1,0,0,0,1,1,0,1.0,1.8,22000
Koramangala,3,1568,Semi-Furnished,17,20,15,Bachelor,0,1,1,1,1,1,0,1.1,2.1,80000
Electronic City,2,835,Fully Furnished,0,5,1,Bachelor,0,1,0,1,0,0,0,5.8,0.9,16500
BTM Layout,2,774,Semi-Furnished,2,7,6,Bachelor,0,0,1,0,0,0,0,2.1,2.2,33000
Indiranagar,3,1165,Fully Furnished,3,5,10,Any,0,0,1,1,0,0,0,0.6,3.7,89000
Marathahalli,1,596,Fully Furnished,0,5,15,Any,1,0,0,0,1,0,0,3.4,1.0,19500
Mahadevapura,2,990,Semi-Furnished,6,10,6,Any,0,1,1,1,0,0,0,3.4,0.8,21500
Vasanth Nagar,1,535,Unfurnished,1,3,3,Any,0,1,1,1,0,1,0,1.2,3.8,31500
Whitefield,2,873,Fully Furnished,2,3,3,Any,0,0,1,1,1,1,0,4.5,0.8,42000
Indiranagar,3,1075,Semi-Furnished,0,5,15,Family,1,0,0,0,1,0,0,0.5,2.7,75500
Koramangala,2,916,Fully Furnished,1,15,15,Family,0,1,1,1,1,0,1,1.2,2.0,53000
Marathahalli,3,1250,Semi-Furnished,4,5,10,Bachelor,1,0,1,0,1,1,0,3.7,0.6,34000
Marathahalli,2,684,Semi-Furnished,0,7,3,Any,1,0,0,0,0,1,0,3.9,1.2,27500
Whitefield,2,1106,Fully Furnished,1,5,3,Bachelor,1,0,1,1,1,0,0,4.7,0.7,31000
Bellandur,1,730,Semi-Furnished,5,15,6,Any,0,0,1,1,1,1,0,3.9,1.1,15500
Begur,2,928,Semi-Furnished,3,5,15,Family,0,0,0,0,1,1,0,5.1,4.2,15500
Marathahalli,2,766,Semi-Furnished,7,15,15,Family,1,0,1,1,0,1,0,3.4,1.0,23000
BTM Layout,1,531,Semi-Furnished,1,7,6,Any,1,0,1,1,1,0,1,1.8,2.5,19000
Mahadevapura,2,973,Semi-Furnished,0,5,20,Family,1,0,1,1,1,0,0,3.4,2.3,18000
HSR Layout,2,769,Fully Furnished,1,7,6,Family,0,1,1,1,1,1,0,2.1,2.2,39000
Banashankari,2,771,Semi-Furnished,3,3,6,Family,0,0,0,0,0,0,0,3.7,6.7,22500
Indiranagar,2,842,Semi-Furnished,6,10,6,Family,1,0,0,1,1,0,0,0.9,4.6,52000
Koramangala,2,842,Semi-Furnished,0,5,3,Any,0,0,0,1,1,1,0,1.3,2.0,46000
Begur,1,455,Unfurnished,5,15,10,Family,0,0,0,1,0,0,1,5.6,3.5,9000
Electronic City,1,710,Unfurnished,2,5,15,Bachelor,0,0,0,0,0,0,0,5.6,1.4,9000
Sarjapur Road,2,761,Fully Furnished,4,10,20,Family,0,0,0,0,0,1,0,4.0,0.5,32500
JP Nagar,2,993,Fully Furnished,1,3,3,Any,1,1,0,0,0,1,0,2.8,5.3,23500
Jayanagar,1,638,Semi-Furnished,5,7,3,Family,0,1,1,1,1,1,0,1.9,5.0,21000
Sadashivanagar,3,1361,Semi-Furnished,6,7,15,Bachelor,1,0,1,1,0,1,1,3.6,5.9,82500
HSR Layout,3,1419,Unfurnished,7,7,6,Any,0,0,1,1,1,0,1,2.6,2.3,46500
Marathahalli,2,881,Semi-Furnished,6,15,10,Family,0,0,0,0,0,0,0,3.7,0.8,23000
Bellandur,1,495,Semi-Furnished,7,7,15,Any,1,0,1,1,1,0,0,4.3,1.0,19000
Sarjapur Road,3,1590,Semi-Furnished,5,10,3,Bachelor,1,1,0,1,1,1,0,3.6,1.2,39500
HSR Layout,2,1131,Semi-Furnished,7,7,6,Bachelor,0,0,1,1,0,0,0,2.2,1.4,36500
Begur,3,1307,Unfurnished,1,5,6,Family,0,0,0,1,1,0,0,4.8,3.6,13000
Bellandur,3,1534,Unfurnished,12,15,15,Any,0,1,0,1,0,1,1,3.6,1.4,26500
Marathahalli,3,1646,Fully Furnished,4,5,6,Any,0,1,0,1,0,0,0,3.9,0.4,41500
Whitefield,2,1078,Semi-Furnished,2,7,10,Family,0,0,0,0,1,1,0,4.4,0.9,26000
JP Nagar,1,475,Semi-Furnished,2,3,6,Family,0,0,0,1,0,0,0,2.8,5.6,12500
HSR Layout,2,843,Unfurnished,3,5,10,Any,1,0,0,1,0,1,0,2.4,2.3,28500
BTM Layout,2,974,Unfurnished,1,7,20,Any,0,0,0,1,1,1,0,2.0,2.8,18500
Bellandur,2,778,Fully Furnished,4,7,3,Any,1,1,0,1,0,1,0,3.9,1.2,34000
Koramangala,1,586,Semi-Furnished,0,5,1,Bachelor,0,0,0,0,0,1,0,1.4,2.6,23000
Indiranagar,1,463,Semi-Furnished,3,3,15,Any,0,0,1,0,1,0,0,0.7,3.1,23500
Koramangala,3,1563,Unfurnished,6,10,6,Family,1,0,1,0,1,0,0,1.0,2.2,59000
Koramangala,2,773,Fully Furnished,6,7,3,Family,0,0,0,1,1,0,0,1.2,2.2,55000
Electronic City,3,1480,Unfurnished,3,5,10,Bachelor,0,1,0,0,0,1,0,4.9,0.2,22500
Sarjapur Road,3,1299,Unfurnished,3,3,15,Any,1,0,1,1,1,1,0,3.8,1.5,33000
Yelahanka,2,1099,Semi-Furnished,0,7,15,Family,0,0,1,1,1,0,0,3.7,7.8,19000
Indiranagar,2,758,Unfurnished,10,15,3,Bachelor,1,0,1,0,1,0,0,0.9,4.1,47000
Yelahanka,3,1419,Unfurnished,1,15,15,Any,0,0,0,1,1,0,0,4.4,8.3,22500
Yelahanka,2,1049,Semi-Furnished,7,10,15,Bachelor,1,0,0,0,1,1,0,3.8,8.0,23500
Jayanagar,2,947,Semi-Furnished,1,5,6,Any,1,1,1,1,0,1,1,1.7,4.4,46000
Banashankari,1,591,Fully Furnished,0,3,3,Any,0,0,0,0,0,1,0,3.7,6.2,15500
JP Nagar,2,1064,Semi-Furnished,4,7,15,Family,0,0,0,1,1,0,0,3.4,6.1,22000
Whitefield,2,1108,Unfurnished,5,5,15,Any,1,0,1,0,1,0,0,4.1,1.1,23000
Whitefield,2,612,Unfurnished,0,10,6,Any,0,1,1,0,0,0,0,4.7,0.2,27000
Koramangala,1,561,Fully Furnished,8,15,10,Any,1,0,1,0,1,1,0,1.1,2.1,31000
BTM Layout,2,953,Semi-Furnished,5,7,1,Any,0,1,0,1,1,0,0,2.1,3.0,32000
Whitefield,1,719,Fully Furnished,3,7,6,Any,1,0,0,1,1,1,0,4.9,0.9,25500
Marathahalli,1,643,Unfurnished,4,7,1,Family,0,1,0,0,1,0,0,3.3,1.2,19000
Electronic City,2,923,Semi-Furnished,10,10,15,Family,0,0,0,1,1,1,0,5.5,0.2,17500
Sarjapur Road,3,1546,Unfurnished,5,5,10,Any,1,0,1,1,1,1,0,4.8,0.9,26500
Sadashivanagar,2,898,Semi-Furnished,4,10,6,Family,1,0,1,0,0,1,0,3.7,6.4,57000
Indiranagar,1,687,Fully Furnished,4,10,15,Family,1,1,1,0,1,1,0,0.5,4.2,42000
Whitefield,1,525,Fully Furnished,0,5,10,Any,0,0,0,0,0,0,0,4.3,0.2,17500
Koramangala,2,883,Semi-Furnished,5,10,6,Any,0,0,1,1,1,1,0,1.0,1.8,58500
Whitefield,2,842,Semi-Furnished,0,3,6,Family,0,0,1,0,0,1,1,5.1,0.9,33000
Bannerghatta Rd,3,1378,Fully Furnished,15,15,10,Any,0,0,1,0,1,0,0,3.5,5.1,30500
Whitefield,2,955,Semi-Furnished,5,7,20,Any,0,1,0,0,0,1,0,4.6,0.9,26000
JP Nagar,3,1477,Unfurnished,5,5,6,Bachelor,1,1,0,0,1,0,0,2.6,6.4,38500
Whitefield,2,1040,Semi-Furnished,3,3,15,Any,0,0,1,0,1,0,0,4.7,1.1,21500
Banashankari,2,927,Unfurnished,2,5,20,Bachelor,0,0,1,1,1,1,0,3.8,6.4,16500
Marathahalli,2,835,Semi-Furnished,3,5,3,Family,0,0,1,0,0,1,0,3.6,0.6,27000
Bannerghatta Rd,3,1770,Semi-Furnished,0,10,15,Family,1,0,0,0,0,0,0,4.2,4.3,25000
JP Nagar,2,1134,Semi-Furnished,1,10,20,Bachelor,0,0,0,0,0,1,0,3.0,5.3,19000
Begur,2,977,Semi-Furnished,1,10,3,Bachelor,0,0,0,0,1,0,0,4.8,3.2,17000
Bannerghatta Rd,2,1132,Unfurnished,4,10,3,Any,0,0,0,0,1,0,0,3.7,4.7,17000
Jayanagar,1,495,Semi-Furnished,2,5,3,Any,0,0,1,0,1,0,0,1.1,5.3,19000
Koramangala,2,875,Fully Furnished,1,10,1,Bachelor,0,0,1,0,1,0,0,1.2,1.3,49500
Indiranagar,1,647,Semi-Furnished,7,7,10,Any,0,1,1,1,1,1,0,0.7,2.9,30500
Koramangala,2,921,Semi-Furnished,17,20,10,Family,1,0,0,1,1,1,1,0.7,2.0,48000
Indiranagar,2,830,Fully Furnished,1,3,3,Family,1,0,0,1,1,1,1,0.9,3.8,63500
Sarjapur Road,2,956,Fully Furnished,4,10,3,Any,1,0,0,0,1,1,0,4.5,0.5,25500
Indiranagar,3,1529,Unfurnished,1,10,6,Family,1,0,1,1,1,1,0,0.2,3.9,66000
BTM Layout,3,1437,Unfurnished,4,5,20,Family,1,0,1,1,0,1,0,1.8,3.4,38000
Electronic City,3,1626,Fully Furnished,4,7,6,Any,0,1,1,1,0,0,0,5.8,0.4,28000
Koramangala,1,383,Fully Furnished,5,5,20,Bachelor,0,1,1,1,1,1,1,1.6,1.9,34000
Electronic City,1,693,Fully Furnished,0,10,6,Any,0,0,1,0,0,0,0,5.6,0.2,14000
HSR Layout,2,916,Fully Furnished,5,7,1,Family,0,0,1,1,1,1,0,2.5,1.6,36500
Indiranagar,2,1069,Semi-Furnished,10,10,3,Family,0,0,1,1,1,0,0,0.9,2.4,61500
Sarjapur Road,2,989,Semi-Furnished,1,7,20,Family,0,1,1,1,1,0,0,3.7,0.2,30500
Whitefield,1,687,Unfurnished,13,15,10,Bachelor,1,0,0,0,0,0,0,4.2,0.6,20000
Hennur,2,1125,Unfurnished,3,3,1,Family,0,0,1,0,0,0,0,4.5,7.0,14500
Bellandur,1,520,Semi-Furnished,4,7,15,Bachelor,0,0,1,1,0,0,0,3.6,1.2,16500
Electronic City,3,1330,Semi-Furnished,2,3,6,Any,0,0,0,0,0,0,1,5.8,0.5,24500
HSR Layout,1,490,Semi-Furnished,9,10,10,Any,0,0,1,1,0,0,0,2.1,1.7,18500
Jayanagar,2,1224,Fully Furnished,7,7,6,Family,0,1,1,1,0,1,0,1.3,4.9,40000
Bellandur,1,567,Unfurnished,20,20,6,Bachelor,1,0,1,1,0,0,1,3.6,0.9,16000
Electronic City,2,982,Semi-Furnished,10,15,6,Bachelor,0,0,1,0,0,1,0,6.0,0.6,17500
Attibele,2,976,Unfurnished,2,7,3,Any,0,0,0,0,0,0,0,7.9,2.4,9500
JP Nagar,3,1435,Semi-Furnished,5,20,10,Any,0,0,0,0,1,1,0,3.1,5.5,34000
BTM Layout,3,1477,Fully Furnished,5,7,15,Family,0,0,0,0,1,1,1,2.1,3.2,41500
Mahadevapura,2,905,Semi-Furnished,0,15,6,Any,0,0,0,0,1,0,0,3.8,1.2,18000
BTM Layout,3,1045,Fully Furnished,3,7,6,Family,0,1,1,0,0,0,0,2.3,1.6,44500
Bannerghatta Rd,3,1204,Unfurnished,6,7,6,Family,0,1,1,0,0,0,0,3.8,4.0,20000
Electronic City,3,1620,Semi-Furnished,2,10,10,Family,0,0,0,0,1,0,0,6.1,0.5,21500
JP Nagar,3,1627,Semi-Furnished,10,15,10,Bachelor,1,0,0,1,1,0,0,3.0,5.3,35500
Bellandur,1,424,Semi-Furnished,9,20,15,Bachelor,0,1,0,0,0,1,1,4.1,1.3,20000
Bellandur,2,941,Fully Furnished,0,3,6,Family,0,0,1,0,1,0,0,3.9,0.7,29000
Indiranagar,1,503,Semi-Furnished,7,10,6,Any,0,0,1,0,1,1,0,0.6,3.2,29500
Bannerghatta Rd,1,373,Fully Furnished,2,20,10,Family,0,0,0,1,1,0,0,3.7,4.5,15500
Marathahalli,3,1401,Unfurnished,3,7,10,Bachelor,0,0,0,0,1,0,0,4.1,1.3,30500
Electronic City,2,1154,Fully Furnished,1,7,6,Family,0,0,0,1,1,0,0,5.8,0.2,18000
BTM Layout,2,1207,Unfurnished,5,7,3,Family,0,0,1,1,0,1,0,2.2,2.8,24500
Hennur,3,1368,Fully Furnished,2,15,10,Bachelor,1,0,0,1,0,0,0,5.1,6.2,28000
JP Nagar,3,1172,Semi-Furnished,6,7,1,Family,1,0,0,1,0,0,1,2.8,5.9,37000
Koramangala,3,1186,Semi-Furnished,0,3,10,Bachelor,0,0,1,1,1,0,0,1.1,3.1,54500
Bannerghatta Rd,1,446,Semi-Furnished,6,7,10,Family,0,0,0,0,1,0,0,4.2,5.0,14000
Indiranagar,1,689,Fully Furnished,4,15,6,Bachelor,1,0,1,1,1,1,0,0.9,3.7,40000
BTM Layout,2,785,Unfurnished,2,3,3,Family,1,0,1,1,1,0,0,2.3,2.2,20000
Begur,1,548,Semi-Furnished,2,5,3,Any,0,1,0,0,0,0,0,5.1,3.6,10500
Begur,1,495,Fully Furnished,7,7,10,Any,0,0,0,0,1,0,0,4.6,3.7,11000
Whitefield,2,1016,Semi-Furnished,9,15,3,Family,0,0,0,1,1,1,0,5.0,0.9,33500
Whitefield,3,1670,Unfurnished,2,7,3,Bachelor,0,0,1,0,0,0,0,4.5,1.0,40500
Banashankari,2,1057,Semi-Furnished,1,3,3,Family,0,0,0,1,0,0,1,3.6,5.3,23500
HSR Layout,2,853,Semi-Furnished,1,5,3,Bachelor,0,0,0,1,0,0,0,2.0,2.5,34500
BTM Layout,2,969,Fully Furnished,6,7,6,Family,0,1,1,0,1,0,0,2.5,2.3,33500
Sarjapur Road,1,502,Fully Furnished,4,5,6,Bachelor,1,0,1,1,1,0,1,3.8,0.3,15500
Bellandur,1,552,Semi-Furnished,3,3,1,Bachelor,0,0,0,1,0,0,1,4.3,1.5,15500
Mahadevapura,3,1485,Fully Furnished,4,7,3,Any,0,0,1,1,0,1,0,3.3,1.4,25500
Mahadevapura,2,795,Semi-Furnished,0,5,10,Bachelor,0,0,0,1,1,1,0,3.1,1.8,18000
Indiranagar,3,1466,Unfurnished,6,10,6,Bachelor,0,0,1,0,1,1,1,0.9,3.6,73500
Yelahanka,1,487,Unfurnished,1,5,10,Bachelor,0,1,0,0,0,0,0,3.5,9.0,10000
Koramangala,3,1382,Semi-Furnished,7,10,3,Any,1,0,1,1,0,1,1,1.8,1.8,65000
Marathahalli,2,815,Unfurnished,2,5,15,Any,0,0,1,1,1,0,0,3.8,0.2,20000
Banashankari,2,838,Fully Furnished,4,10,10,Family,0,1,0,1,1,1,0,3.4,5.9,31500
Hennur,2,791,Fully Furnished,1,15,15,Any,0,1,0,1,1,1,1,4.4,8.0,21000
BTM Layout,3,1321,Unfurnished,4,5,15,Bachelor,1,1,0,1,0,0,0,2.3,2.1,31000
Indiranagar,2,916,Semi-Furnished,10,10,10,Any,1,0,1,1,1,0,1,0.6,3.5,48500
Sadashivanagar,2,1096,Fully Furnished,5,5,10,Any,0,0,1,1,0,1,1,3.7,6.7,70500
Mahadevapura,3,1319,Fully Furnished,0,7,15,Family,0,0,0,0,1,0,0,3.1,1.0,28000
Whitefield,3,1300,Fully Furnished,10,10,10,Any,1,1,0,0,1,1,0,4.1,0.7,60500
Indiranagar,2,987,Semi-Furnished,0,7,15,Family,0,0,0,1,0,1,1,1.0,4.0,43500
Indiranagar,2,885,Fully Furnished,0,3,20,Family,0,0,0,1,1,0,0,0.5,3.7,58500
Sarjapur Road,2,803,Semi-Furnished,0,3,3,Family,0,0,0,1,1,0,0,4.6,1.7,26000
Indiranagar,1,544,Semi-Furnished,14,15,6,Any,0,0,1,1,1,0,0,1.2,3.2,27500
Electronic City,2,912,Unfurnished,1,10,10,Family,0,0,0,1,1,1,0,5.7,1.2,15000
Sarjapur Road,3,1668,Unfurnished,2,3,3,Family,1,1,0,0,1,0,0,4.0,1.3,31000
Indiranagar,3,1495,Semi-Furnished,5,7,20,Any,0,0,1,0,0,1,1,0.5,4.1,77500
Indiranagar,2,890,Unfurnished,6,7,6,Family,1,0,1,1,0,1,1,0.6,3.7,52000
Attibele,2,872,Unfurnished,5,7,3,Family,1,0,0,0,1,0,0,8.0,2.7,10000
BTM Layout,1,613,Fully Furnished,18,20,6,Family,1,0,0,1,1,1,0,2.1,3.1,24500
BTM Layout,3,1557,Unfurnished,7,7,10,Family,0,0,1,0,0,0,0,2.0,2.3,32500
Electronic City,3,1461,Semi-Furnished,3,10,20,Bachelor,0,0,0,0,1,1,1,5.2,1.0,20500
Bannerghatta Rd,2,875,Semi-Furnished,3,10,10,Family,0,1,0,0,0,0,0,3.9,5.1,21500
Attibele,3,1267,Fully Furnished,0,5,3,Any,0,0,0,0,0,0,0,7.9,2.0,22000
Bellandur,2,992,Semi-Furnished,1,5,20,Any,0,0,0,0,1,0,0,4.1,0.9,23000
BTM Layout,2,953,Unfurnished,0,5,6,Family,0,0,0,1,0,0,0,2.2,3.3,24500
Indiranagar,1,584,Semi-Furnished,1,7,6,Family,1,1,1,1,1,1,0,0.7,4.4,36000
Mahadevapura,2,901,Fully Furnished,6,10,6,Bachelor,0,1,0,1,1,1,1,3.3,1.5,26000
Marathahalli,2,1076,Fully Furnished,0,5,6,Bachelor,1,0,1,1,1,0,0,3.5,0.2,27000
JP Nagar,2,922,Semi-Furnished,2,7,6,Family,0,1,0,1,0,0,0,2.9,5.9,25000
Bannerghatta Rd,2,1012,Semi-Furnished,6,7,10,Family,0,1,0,0,1,0,1,3.9,4.9,17000
Indiranagar,3,1062,Fully Furnished,3,10,6,Any,1,0,0,0,0,1,0,0.8,4.1,83500
Yelahanka,1,554,Unfurnished,5,10,3,Family,0,0,1,1,0,1,0,4.0,7.4,10000
Koramangala,2,961,Semi-Furnished,0,3,1,Family,0,0,0,0,0,1,0,1.5,2.0,52500
Banashankari,2,954,Semi-Furnished,15,15,20,Any,0,0,1,0,1,0,0,3.8,5.6,16500
Koramangala,2,1001,Unfurnished,2,3,6,Any,1,0,1,0,1,0,1,0.7,1.5,46000
Indiranagar,2,1105,Semi-Furnished,4,20,10,Family,1,0,1,1,1,0,0,0.8,3.4,52000
Indiranagar,2,1095,Unfurnished,3,7,15,Any,0,1,0,1,1,0,0,0.8,3.5,44000
Whitefield,1,482,Semi-Furnished,13,15,10,Family,1,1,0,1,0,1,1,4.3,0.8,25000
Bellandur,2,862,Fully Furnished,7,10,10,Any,0,1,1,1,0,1,0,4.1,0.7,28000
Whitefield,2,928,Unfurnished,1,3,15,Bachelor,0,1,1,0,0,0,1,5.1,0.2,29000
Begur,1,608,Fully Furnished,3,3,20,Any,1,1,1,1,1,0,1,5.1,4.0,17500
BTM Layout,2,856,Unfurnished,3,3,3,Any,0,1,1,1,1,1,1,2.1,2.4,34000
HSR Layout,2,1061,Semi-Furnished,0,7,10,Any,1,1,1,1,1,0,0,2.9,1.2,32500
Hennur,2,1055,Unfurnished,2,5,1,Any,0,0,0,0,0,0,0,4.5,6.4,12500
Vasanth Nagar,3,1634,Fully Furnished,1,20,3,Bachelor,0,0,1,1,0,0,1,1.6,4.7,95000
Begur,1,376,Fully Furnished,2,10,3,Family,0,0,1,0,0,1,1,5.5,2.9,16000
Koramangala,1,626,Semi-Furnished,5,5,10,Bachelor,1,1,1,1,0,1,0,1.6,1.5,30000
Begur,3,1673,Fully Furnished,2,10,15,Any,0,0,0,1,0,0,0,4.5,3.5,19500
Koramangala,2,1242,Semi-Furnished,4,7,20,Any,0,0,1,1,1,1,0,1.7,2.3,36500
Hennur,2,791,Fully Furnished,1,10,10,Family,1,0,0,0,0,0,0,4.7,7.5,19500
Marathahalli,3,1743,Fully Furnished,3,7,1,Any,0,0,1,0,0,1,0,3.1,0.7,42500
Attibele,3,1315,Fully Furnished,2,3,6,Any,0,0,0,0,1,0,0,7.6,2.3,27000
Indiranagar,3,1142,Semi-Furnished,2,5,6,Any,1,1,1,0,1,0,1,0.2,3.7,108500
Marathahalli,2,814,Unfurnished,1,10,6,Any,0,1,1,1,1,0,0,3.7,1.0,22000
Begur,2,1016,Semi-Furnished,0,5,15,Family,1,1,1,0,0,0,0,5.2,4.0,17500
Marathahalli,2,867,Unfurnished,1,5,1,Family,0,0,1,1,0,0,1,3.5,0.6,23500
Whitefield,1,412,Semi-Furnished,15,15,10,Family,0,0,1,1,0,0,0,4.2,0.2,18000
Sarjapur Road,2,1154,Semi-Furnished,4,5,3,Family,0,0,1,0,1,0,0,4.0,0.9,40000
Banashankari,2,842,Semi-Furnished,1,3,3,Bachelor,0,0,0,1,1,1,1,3.2,5.9,26500
Whitefield,3,1364,Unfurnished,0,7,6,Any,0,0,0,1,0,0,1,4.5,0.6,28500
Whitefield,2,1039,Unfurnished,3,10,6,Any,1,1,1,0,1,1,0,4.8,0.2,28000
Bannerghatta Rd,2,935,Semi-Furnished,8,10,6,Bachelor,0,0,1,1,1,0,0,3.3,4.5,20000
Koramangala,2,682,Fully Furnished,4,7,6,Family,0,0,1,1,0,0,0,1.4,2.5,60500
HSR Layout,1,491,Semi-Furnished,7,10,3,Family,1,0,1,1,1,1,0,2.8,2.4,17000
Begur,1,467,Semi-Furnished,4,5,3,Family,1,0,0,0,1,0,0,4.7,3.0,12500
Hennur,2,911,Fully Furnished,5,7,3,Family,0,0,0,1,1,0,0,4.7,7.5,19500
Banashankari,1,621,Semi-Furnished,3,7,10,Bachelor,1,0,0,0,1,0,0,3.6,6.6,13500
Whitefield,2,1019,Unfurnished,9,20,10,Family,0,0,0,1,1,0,0,5.0,0.7,21000
HSR Layout,3,1513,Semi-Furnished,2,7,1,Family,0,0,1,0,0,1,0,2.9,1.1,53500
Jayanagar,3,1324,Unfurnished,8,10,20,Family,1,1,1,1,1,0,0,1.3,4.5,39500
Banashankari,2,1151,Fully Furnished,3,7,6,Bachelor,0,0,0,1,0,1,0,3.5,6.2,27000
BTM Layout,1,692,Unfurnished,7,7,6,Bachelor,0,0,1,1,1,0,1,2.1,2.4,17500
Whitefield,3,1616,Semi-Furnished,14,20,6,Bachelor,1,0,1,1,1,1,0,4.7,0.3,49000
Indiranagar,3,1333,Unfurnished,3,5,10,Bachelor,0,0,0,1,0,1,1,1.3,3.5,62000
Begur,1,568,Unfurnished,5,5,15,Any,0,0,0,1,0,0,0,5.4,3.7,7500
Attibele,2,772,Fully Furnished,4,5,6,Family,1,0,0,0,0,0,0,7.8,2.5,16500
Sarjapur Road,2,892,Unfurnished,5,7,15,Bachelor,1,0,0,1,1,1,0,4.2,1.3,23000
Marathahalli,3,1192,Unfurnished,1,5,6,Any,0,1,1,1,1,0,0,3.6,0.9,32500
HSR Layout,3,1291,Semi-Furnished,4,15,1,Bachelor,0,1,1,1,1,0,0,2.3,1.6,49500
Electronic City,1,541,Unfurnished,1,7,3,Any,0,0,1,0,0,1,0,5.8,0.4,9000
Sarjapur Road,3,1374,Unfurnished,2,7,6,Family,0,0,0,0,0,0,1,4.1,0.9,36500
Sadashivanagar,2,1112,Fully Furnished,4,7,3,Bachelor,0,0,1,1,1,1,0,3.3,6.0,58000
Bannerghatta Rd,3,986,Fully Furnished,2,7,6,Family,0,0,0,0,0,1,1,4.2,4.7,30500
Electronic City,2,1016,Fully Furnished,2,7,3,Bachelor,0,1,0,0,0,0,0,5.5,0.8,22500
Bannerghatta Rd,3,1188,Fully Furnished,3,5,3,Family,0,0,1,0,0,0,0,3.5,4.7,30500
Bellandur,1,521,Semi-Furnished,2,10,6,Family,0,0,0,0,0,1,0,3.9,1.0,16000
